flybase_id	rpkm2	rpkm6	rpkm8	rpkm10	gene_name	cgid	chr	start	stop	strand
FBgn0259165	32.14	48.76	50.17	29.7	CG42270	CG42270	chrX	17604819	17645728	+
FBgn0259166	3.07	4.58	11.71	14.42	CG42271	CG42271	chrX	14122092	14128085	-
FBgn0259167	0.93	0.92	1.18	0.74	CG42272	CG42272	chr3L	5796133	5798849	+
FBgn0259168	42.31	19.9	20.33	6.75	mnb	CG42273	chrX	17756718	17781240	-
FBgn0259169	5.97	8.02	11.55	8.2	RhoGAP18B	CG42274	chrX	19030259	19059362	-
FBgn0259170	19.5	12.21	16.98	7.51	alpha-Man-I	CG42275	chrX	10170088	10219990	-
FBgn0259171	1.94	2.39	4.03	6.35	Pde9	CG42276	chrX	12685497	12725669	-
FBgn0259172	0.12	0.06	0.1	0.09	rn	CG42277	chr3R	3099460	3135119	-
FBgn0259173	45.06	23.42	19.31	15.69	corn	CG42278	chr3L	7136086	7150173	-
FBgn0259174	23.42	13.32	10.14	5.72	Nedd4	CG42279	chr3L	17523183	17539760	+
FBgn0259175	0.11	0.81	0.83	1.74	ome	CG42280	chr3L	14665968	14740971	+
FBgn0259176	15.12	11.33	14.74	3.59	bun	CG42281	chr2L	12456577	12546630	-
FBgn0259177	0	0.03	0.07	0.09	nimA	CG42282	chr2L	13957895	13962981	+
FBgn0259178	2.36	3.33	4.86	6.09	5PtaseI	CG42283	chr3R	20866149	20870857	-
FBgn0259179	0.03	0.03	0.07	0.2	CG42284	CG42284	chr2R	18710231	18716429	+
FBgn0259181	0	0.39	1.29	1.08	CG42285	CG42285	chr3R	4193340	4195642	-
FBgn0259182	0.16	0.43	1.77	1.57	CG42286	CG42286	chr3R	4190813	4192494	-
FBgn0259183	0	0.08	0.07	0	CG42287	CG42287	chr2R	9977840	9978479	+
FBgn0259184	0.2	0.03	0	0	CG42288	CG42288	chr2R	9978536	9979310	+
FBgn0259185	0.11	0.24	0.02	0.06	Ir60b	CG42289	chr2R	20403248	20404981	+
FBgn0259186	0.05	0.07	0	0.03	Ir60c	CG42290	chr2R	20405347	20406675	+
FBgn0259187	0.06	0.06	0.02	0	Ir60d	CG42291	chr2R	20406946	20408670	+
FBgn0259188	0.51	0.06	0.34	0.37	Ir7f	CG42292	chrX	7775972	7778059	-
FBgn0259189	0.02	0.02	0.14	0.18	Ir7e	CG42293	chrX	7773833	7775712	-
FBgn0259190	0	0	0.02	0.02	Ir7d	CG42294	chrX	7770996	7772869	-
FBgn0259192	0.11	0.46	0.59	1.78	CG42296	CG42296	chr2L	2032635	2035936	-
FBgn0259193	0	0	0	0	Ir94d	CG42297	chr3R	19228530	19230861	+
FBgn0259194	0.03	0	0	0.02	Ir94e	CG42298	chr3R	19231231	19233124	+
FBgn0259195	0	0	0	0	CG42299	CG42299	chrX	15468980	15469716	-
FBgn0259196	0.27	0.08	0	0.11	CG42300	CG42300	chrX	15449396	15450044	-
FBgn0259198	0	0	0	0	CG42302	CG42302	chrX	18619265	18619630	-
FBgn0259199	9.2	10.84	9.79	7.99	CG42303	CG42303	chr3L	2652134	2655456	+
FBgn0259200	9.22	10.86	9.81	8.01	CG42304	CG42304	chr3L	2652140	2655455	+
FBgn0259201	0.12	0.56	0.28	0.81	CG42305	CG42305	chr2L	18813010	18813941	+
FBgn0259202	51.32	43.94	26.31	26.38	CG42306	CG42306	chr2R	14545920	14549053	-
FBgn0259203	14.48	17.77	15.1	12.42	CG42307	CG42307	chr3L	7322231	7326571	+
FBgn0259204	15.82	20.15	19.1	31.14	CG42308	CG42308	chrX	6905394	6906169	+
FBgn0259209	0.06	18.5	15.52	80.59	Mlp60A	CG42309	chr2R	19962536	19965746	+
FBgn0259210	0.06	0.02	0.03	0.04	prom	CG42310	chr2R	20302931	20315910	-
FBgn0259211	6.32	9.83	12.06	2.93	grh	CG42311	chr2R	13690294	13729118	+
FBgn0259212	36.06	22.49	17.57	5.72	cno	CG42312	chr3R	998392	1043147	-
FBgn0259213	0.04	0.1	0	0.1	CG42313	CG42313	chr2L	14907570	14963046	-
FBgn0259214	57.58	57.09	59.41	41.76	PMCA	CG42314	chr4	349442	379298	-
FBgn0259215	0.57	1.4	1.73	1.93	Ir93a	CG42315	chr3R	16677428	16685667	-
FBgn0259216	0.53	1.28	1.53	0.71	RhoGAP102A	CG42316	chr4	276143	283293	+
FBgn0259217	14.11	30.14	26.1	15.89	Csk	CG42317	chr3R	7458992	7476418	-
FBgn0259219	0.04	0.07	0.09	0.14	CG42319	CG42319	chr2R	9147617	9153843	+
FBgn0259220	21.69	22.15	30.13	23.86	Doa	CG42320	chr3R	24713799	24748494	+
FBgn0259221	3.62	2.01	1.67	2.61	CG42321	CG42321	chr2R	9302480	9326550	-
FBgn0259222	0.18	0.39	0.07	0.18	CG42322	CG42322	chr3R	16565836	16582363	+
FBgn0259223	0.12	0.07	0	0.03	CG42323	CG42323	chrX	18316468	18321034	+
FBgn0259224	1.24	0.64	0.72	1.82	CG42324	CG42324	chr3L	3485642	3508533	+
FBgn0259225	0.04	1.52	4.24	3.45	Pde1c	CG42325	chr2L	11814826	11928570	-
FBgn0259226	0.03	5.85	18.77	15.24	CG42326	CG42326	chr2R	4460868	4471147	-
FBgn0259227	4.2	4.54	5.33	3.28	CG42327	CG42327	chr3R	7481875	7499697	+
FBgn0259228	6.35	24.34	26.28	14.79	C3G	CG42328	chrX	6675449	6697579	-
FBgn0259229	0	2.92	2.49	0.86	CG42329	CG42329	chr2L	1219363	1229471	+
FBgn0259230	0.32	0.03	0.05	0.13	lectin-22C	CG42295	chr2L	2036456	2037247	-
FBgn0259231	0	0.05	0.01	0.15	CCKLR-17D1	CG42301	chrX	18601527	18620605	-
FBgn0259232	4.68	0.07	0.05	0.08	CG42330	CG42330	chr3L	8231747	8274251	+
FBgn0259233	0.02	0.95	0.79	2.63	CG42331	CG42331	chr3R	20601343	20610284	+
FBgn0259234	6.36	2.46	5.62	1.54	Camta	CG42332	chr2R	5333551	5365595	+
FBgn0259236	0.09	0.31	0.14	0.32	comm3	CG42334	chr3L	15606284	15640837	-
FBgn0259237	0.14	0.08	0.05	0.19	CG42335	CG42335	chr3R	17584496	17595023	+
FBgn0259238	46.66	89.92	51.78	63.74	CG42336	CG42336	chr2R	7182041	7185041	-
FBgn0259239	2.75	0.06	0.2	0.09	CG42337	CG42337	chr3L	21177560	21186228	-
FBgn0259240	19.39	13.01	14.27	4.9	Ten-a	CG42338	chrX	12087914	12226216	+
FBgn0259241	1.06	0.1	0.05	0.25	CG42339	CG42339	chrX	10861752	10931844	-
FBgn0259242	0.47	0.71	0.94	1.24	CG42340	CG42340	chrX	6359244	6418356	-
FBgn0259243	24.39	11.27	12.47	9.22	Pka-R1	CG42341	chr3L	20809205	20829148	+
FBgn0259244	2.65	18.01	22.31	13.08	CG42342	CG42342	chr3R	12328523	12397082	+
FBgn0259245	0.07	0.37	0.94	0.25	CG42343	CG42343	chrX	21295615	21328761	-
FBgn0259246	0.02	0.31	0.4	0.41	brp	CG42344	chr2R	5391293	5424980	+
FBgn0259247	4.85	0.74	0.61	1.4	CG42345	CG42345	chr2R	1301241	1342518	+
FBgn0259481	5.1	9.26	9.61	7.54	Mob2	CG11711	chr3L	11515857	11555333	-
FBgn0259482	20.53	16.72	9.71	8.85	Mob3	CG4946	chr2L	10265339	10266570	+
FBgn0259483	101.78	133.67	85.85	75.52	Mob4	CG3403	chr2R	2582619	2584130	-
FBgn0259676	44.68	8.74	3.2	2.06	DNApol-alpha60	CG5553	chr3L	20352930	20354673	-
FBgn0259677	0.18	0.62	1.64	2.34	CG42346	CG42346	chrX	22268488	22286070	+
FBgn0259678	0.05	4.25	10.19	24.14	CG42347	CG42347	chr2R	5603981	5632778	-
FBgn0259679	4.36	0.71	1.38	1.68	CG42348	CG42348	chr3L	20142711	20157270	-
FBgn0259680	0.02	0.22	0.15	0.68	Pkcdelta	CG42349	chrX	12326259	12347683	+
FBgn0259682	54.53	0.69	0.21	0.73	CG42351	CG42351	chr2R	14644579	14648577	-
FBgn0259683	0.69	0.27	0.11	0.12	Ir40a	CG42352	chr2L	22189526	22214265	-
FBgn0259685	26.99	17.78	27.93	22.14	crb	CG6383	chr3R	20121138	20140165	+
FBgn0259697	0.15	0.25	0.36	0.07	nvd	CG40050	chr3L	24317967	24394513	+
FBgn0259699	28.43	9.64	14.06	9.94	CG42353	CG42353	chrX	15987103	15998945	-
FBgn0259700	28.05	9.41	13.73	9.73	CG42354	CG42354	chrX	15987090	15998945	-
FBgn0259701	0	0.03	0	0	CG42355	CG42355	chr3L	2037371	2038183	-
FBgn0259702	0.02	0	0	0	CG42356	CG42356	chr3L	2022070	2023391	-
FBgn0259703	0	0	0	0	CG42357	CG42357	chr3L	2020554	2021958	-
FBgn0259704	51.18	97.16	77.78	71.32	CG42358	CG42358	chr3R	14985821	14988000	-
FBgn0259705	35.08	75.36	59.26	54.75	CG42359	CG42359	chr3R	14986984	14988000	-
FBgn0259707	2.32	7.47	7.14	8.39	CG42361	CG42361	chr2R	20495216	20496055	+
FBgn0259708	3.56	0.35	0.2	0.39	CG42362	CG42362	chr2R	17551938	17553613	+
FBgn0259709	3.56	0.35	0.2	0.39	CG42363	CG42363	chr2R	17551938	17553613	+
FBgn0259710	0.45	0	0.11	0.11	CG42364	CG42364	chr2R	17553456	17554084	+
FBgn0259711	3.07	0.82	1.1	2.31	CG42365	CG42365	chr2R	17554252	17555099	+
FBgn0259712	0.04	0.22	0.62	0.55	CG42366	CG42366	chr2L	9926613	9929949	+
FBgn0259713	0	0.31	0.07	1.28	CG42367	CG42367	chr2L	9930446	9930999	+
FBgn0259714	1.52	2.91	6.38	7.29	CG42368	CG42368	chr2L	6377767	6411306	-
FBgn0259715	0.05	7.35	8.39	14.39	CG42369	CG42369	chr2L	6395853	6397249	-
FBgn0259716	0.11	0.13	0.53	0.25	CG42370	CG42370	chr2L	6383545	6385512	-
FBgn0259717	26.43	49.2	53.58	66.18	CG42371	CG42371	chr2L	2216503	2217231	-
FBgn0259718	41.14	42.64	35.45	42.32	CG42372	CG42372	chr2R	12178958	12179760	+
FBgn0259719	112.62	77.29	53.82	47.3	Tfb5	CG42373	chr2L	5009931	5010825	-
FBgn0259720	73.8	62.47	49.77	49.12	CG42374	CG42374	chr3L	19256869	19259938	+
FBgn0259721	48.65	32.53	24.02	38.22	CG42375	CG42375	chr3R	9605303	9606517	+
FBgn0259722	94.32	35.32	26.26	26.77	CG42376	CG42376	chrX	148931	152446	+
FBgn0259725	33.26	36.78	40.14	48.66	CG42379	CG42379	chr2R	17555046	17557560	-
FBgn0259726	33.26	36.78	40.14	48.66	CG42380	CG42380	chr2R	17555046	17557560	-
FBgn0259727	33.25	36.76	40.12	48.24	CG42381	CG42381	chr2R	17555046	17557560	-
FBgn0259728	13.51	12.84	8.34	10.06	CG42382	CG42382	chr2R	5054071	5055023	-
FBgn0259729	0	0	0	0	CG42383	CG42383	chr2R	20311449	20312625	-
FBgn0259730	28.22	17.16	22.6	68.97	tal-1A	CG42384	chr3R	9638838	9640372	+
FBgn0259731	28.26	17.18	22.63	69.06	tal-2A	CG42385	chr3R	9638838	9640370	+
FBgn0259732	28.26	17.18	22.63	69.06	tal-3A	CG42386	chr3R	9638838	9640370	+
FBgn0259733	28.26	17.18	22.63	69.06	tal-AA	CG42387	chr3R	9638838	9640370	+
FBgn0259734	9.1	39.51	65.07	33.98	CG42388	CG42388	chrX	8933708	8947352	+
FBgn0259735	6.85	14.09	17.77	7.24	CG42389	CG42389	chr2L	16545033	16662012	+
FBgn0259736	0.05	2.64	6.39	7.56	CG42390	CG42390	chr3R	17945783	17959089	+
FBgn0259737	0.28	0.19	0.18	0.08	CG42391	CG42391	chr2R	11089698	11090492	+
FBgn0259738	0	0.04	0	0	CG42392	CG42392	chr2R	12652866	12653433	-
FBgn0259739	0	0.02	0	0	CG42393	CG42393	chr3L	18035833	18037312	+
FBgn0259740	9.58	38.33	26.2	32.71	CG42394	CG42394	chr3R	6675683	6677510	+
FBgn0259741	0.34	0.44	0.38	0	CG42395	CG42395	chrX	9469156	9470234	-
FBgn0259742	43.03	24.71	25.11	23.6	CG42360	CG42360	chr2R	20494812	20498052	+
FBgn0259743	18.63	34.2	10.45	3.89	RhoGEF3	CG42378	chr3L	290727	305292	+
FBgn0259744	0.21	0.2	0.7	0.26	CG42377	CG42377	chr3L	277437	290334	+
FBgn0259745	321.69	56.08	41.42	5.27	wech	CG42396	chr2R	3369381	3377368	-
FBgn0259748	0.15	0.07	0	0	CG42397	CG42397	chr3L	11966185	11966890	-
FBgn0259749	8.44	20.5	23.04	31.9	mmy	CG9535	chr2L	6468538	6473919	-
FBgn0259750	2.36	37.98	94.91	62.99	ab	CG4807	chr2L	11210681	11261080	+
FBgn0259784	100.62	58.38	16.01	6.44	Det	CG12265	chr3R	12975416	12976198	+
FBgn0259785	238.67	319.07	187.8	108.82	pzg	CG7752	chr3L	21279163	21283410	+
FBgn0259789	98.31	54.36	27.7	4.87	vfl	CG12701	chrX	19670020	19676961	-
FBgn0259791	144.88	32.78	7.83	3.25	bora	CG6897	chr3L	18615794	18617855	+
FBgn0259794	0.2	0.09	0.12	0.05	sinah	CG13030	chr3L	16852180	16853629	+
FBgn0259795	0.01	0.06	0.08	0.03	loopin-1	CG4750	chr2R	12422455	12424591	+
FBgn0259817	0	0	0	0	SteXh:CG42398	CG42398	chrU	6621521	6622252	+
FBgn0259818	3.46	3.62	7.19	4.59	CG42399	CG42399	chr2L	144230	153288	-
FBgn0259819	0.05	0.04	0.04	0.06	CG42400	CG42400	chr2L	18160421	18204884	-
FBgn0259821	0.09	0.03	0.06	0.06	CG42402	CG42402	chr3RHet	2381982	2446597	+
FBgn0259822	0.02	0.83	1.75	0.92	Ca-beta	CG42403	chr2L	11159270	11170471	-
FBgn0259823	9.24	1.88	3.22	1.72	CG42404	CG42404	chr3R	11077403	11082807	+
FBgn0259824	37.29	47.12	97.42	55.95	Hip14	CG6017	chr3L	15981340	15984743	+
FBgn0259831	0.11	0.15	0	0.06	CG34309	CG34309	chr3R	9198352	9199049	+
FBgn0259832	15.46	14.56	16.36	24.35	CG34229	CG34229	chr2R	7729229	7729584	+
FBgn0259834	14.71	25.84	9.52	6.2	out	CG8062	chrX	19205061	19216098	-
FBgn0259836	0	0	0	0	Su(Ste):CR42405	CR42405	chrU	4548028	4549078	-
FBgn0259837	0	0	0	0	Su(Ste):CR42406	CR42406	chrU	5414323	5414976	+
FBgn0259838	0	0	0	0	Su(Ste):CR42407	CR42407	chrU	5758545	5760003	-
FBgn0259839	0	0	0	0	Su(Ste):CR42408	CR42408	chrU	6161468	6162910	-
FBgn0259840	0	0	0	0	Su(Ste):CR42409	CR42409	chrU	6163515	6164841	-
FBgn0259841	0	0	0	0	Su(Ste):CR42410	CR42410	chrU	6274888	6276371	-
FBgn0259842	0	0	0	0	Su(Ste):CR42411	CR42411	chrU	6389437	6390626	+
FBgn0259843	0.02	0	0	0	Su(Ste):CR42412	CR42412	chrU	6404710	6406125	+
FBgn0259844	0	0	0	0	Su(Ste):CR42413	CR42413	chrU	6603492	6604941	-
FBgn0259845	0	0	0	0	Su(Ste):CR42414	CR42414	chrU	6753839	6755686	-
FBgn0259846	0	0	0	0	Su(Ste):CR42415	CR42415	chrU	6756287	6757014	-
FBgn0259847	0	0	0	0	Su(Ste):CR42416	CR42416	chrU	6868891	6869887	+
FBgn0259848	0	0	0	0	Su(Ste):CR42417	CR42417	chrU	6870918	6871894	+
FBgn0259849	0	0.07	0	0	Su(Ste):CR42418	CR42418	chrU	7083127	7084391	-
FBgn0259850	0	0	0	0	Su(Ste):CR42419	CR42419	chrU	7174936	7176296	+
FBgn0259851	0	0	0	0	Su(Ste):CR42420	CR42420	chrU	7243006	7243826	-
FBgn0259852	0	0	0	0	Su(Ste):CR42421	CR42421	chrU	7244953	7245644	-
FBgn0259853	0	0	0	0	Su(Ste):CR42422	CR42422	chrU	7567464	7568802	-
FBgn0259854	0	0	0	0	Su(Ste):CR42423	CR42423	chrU	7569008	7569824	-
FBgn0259855	0	0	0	0	Su(Ste):CR42424	CR42424	chrU	7777852	7779539	-
FBgn0259856	0.02	0	0	0	Su(Ste):CR42425	CR42425	chrU	7784584	7786247	+
FBgn0259857	0	0	0	0	Su(Ste):CR42426	CR42426	chrU	7794756	7795407	-
FBgn0259858	0	0	0	0	Su(Ste):CR42427	CR42427	chrU	7861683	7862182	+
FBgn0259859	0	0	0	0	Su(Ste):CR42428	CR42428	chrU	7862917	7863768	+
FBgn0259860	0	0	0	0	Su(Ste):CR42429	CR42429	chrU	8042985	8044666	+
FBgn0259861	0.02	0	0	0	Su(Ste):CR42430	CR42430	chrU	8077475	8078857	-
FBgn0259862	0	0	0	0	Su(Ste):CR42431	CR42431	chrU	8491230	8492441	+
FBgn0259863	0	0	0	0	Su(Ste):CR42432	CR42432	chrU	8667211	8667965	-
FBgn0259864	0	0	0	0	Su(Ste):CR42433	CR42433	chrU	8680394	8681749	-
FBgn0259865	0	0	0	0	Su(Ste):CR42434	CR42434	chrU	8684761	8686031	-
FBgn0259866	0	0	0	0	Su(Ste):CR42435	CR42435	chrU	8841763	8842370	+
FBgn0259867	0	0	0	0	Su(Ste):CR42436	CR42436	chrU	8892850	8893759	+
FBgn0259868	0	0	0	0	Su(Ste):CR42437	CR42437	chrU	9323308	9324164	+
FBgn0259869	0	0	0	0	Su(Ste):CR42438	CR42438	chrU	9441160	9442182	+
FBgn0259870	0	0	0	0	Su(Ste):CR42439	CR42439	chrU	9486326	9487430	-
FBgn0259871	0	0	0	0	Su(Ste):CR42440	CR42440	chrU	9696725	9697478	-
FBgn0259872	0	0	0	0	Su(Ste):CR42441	CR42441	chrU	9700241	9701121	+
FBgn0259873	0	0	0	0	Su(Ste):CR42442	CR42442	chrU	9728301	9728935	-
FBgn0259874	0	0	0	0	Su(Ste):CR42443	CR42443	chrU	9812760	9813782	+
FBgn0259875	0	0	0	0	Su(Ste):CR42444	CR42444	chrU	9818508	9819549	+
FBgn0259876	62.57	93.76	22.17	12.41	Cap-G	CG34438	chr2R	9020624	9030325	+
FBgn0259878	0.95	0.43	0.73	1.06	Fs	CG33466	chr2R	11111061	11129084	-
FBgn0259896	0.03	0.43	0.07	0.16	nimC1	CG8942	chr2L	13974117	13976753	-
FBgn0259916	40.42	0.5	0.48	1.27	CG42445	CG42445	chr3L	8147853	8151994	-
FBgn0259917	127.36	73.62	53.81	53.66	CG42446	CG42446	chr3R	12183866	12185830	-
FBgn0259918	0.63	0.01	0.02	0.03	inaF-B	CG42447	chrX	11618701	11626803	-
FBgn0259922	0	0.17	0.14	0.2	CG42448	CG42448	chr2L	15547565	15548123	+
FBgn0259923	2.72	7.56	19.56	16.26	Sep4	CG9699	chrX	16578244	16589206	-
FBgn0259926	0.16	0.22	0.35	0.19	CG42449	CG42449	chrX	5577273	5578490	+
FBgn0259927	0.39	1.29	1.16	0.72	CG42450	CG42450	chrX	18714698	18720724	+
FBgn0259932	69.46	61.22	86.26	105.83	CG42455	CG42455	chr3L	9965343	9967123	+
FBgn0259933	13.85	14.65	13.24	11.39	CG42456	CG42456	chr3L	3319569	3322489	+
FBgn0259934	0.21	6.76	13.89	1.31	CG42457	CG42457	chr3R	13769829	13841501	+
FBgn0259935	0.34	0.57	0.9	1.08	CG42458	CG42458	chr3L	7438561	7447206	+
FBgn0259936	14.01	40.94	33.36	21.17	Uhg3	CR32957	chr2L	20647533	20648848	+
FBgn0259937	179.62	326.32	319.08	292.94	Nop60B	CG3333	chr2R	20062250	20073866	+
FBgn0259938	3.21	10.17	20.65	9.1	cwo	CG17100	chr3R	6213985	6226072	+
FBgn0259949	0	0	0	0	Sfp23F	CG42459	chr2L	3387392	3387743	-
FBgn0259950	0	0	0	0	CG42460	CG42460	chr2L	3387898	3388496	-
FBgn0259951	0	0	0	0	Sfp24Ba	CG42461	chr2L	3668016	3668551	-
FBgn0259952	0	0	0	0	Sfp24Bb	CG42462	chr2L	3669261	3669775	-
FBgn0259953	0	0	0	0	CG42463	CG42463	chr2L	3668691	3669134	-
FBgn0259954	0	0	0	0	CG42464	CG42464	chr2L	3699493	3699819	+
FBgn0259955	0	0	0	0	CG42465	CG42465	chr2L	3700245	3700529	+
FBgn0259956	0	0	0	0	Sfp24C1	CG42466	chr2L	3700674	3701088	+
FBgn0259957	0	0	0	0.13	CG42467	CG42467	chr2L	3701307	3701604	+
FBgn0259958	0.11	0.04	0	0.06	Sfp24F	CG42468	chr2L	4441429	4442060	-
FBgn0259959	0	0	0	0	Sfp26Ac	CG42469	chr2L	5884351	5884774	-
FBgn0259960	0	0	0	0	CG42470	CG42470	chr2L	11753199	11753530	-
FBgn0259961	0	0	0	0	CG42471	CG42471	chr2L	11753718	11754022	-
FBgn0259962	0	0	0	0	Sfp33A1	CG42472	chr2L	11754121	11754502	-
FBgn0259963	0	0	0	0	Sfp33A2	CG42473	chr2L	11837713	11838049	+
FBgn0259964	0	0	0	0	Sfp33A3	CG42474	chr2L	11839912	11840332	+
FBgn0259965	0	0	0	0	Sfp35C	CG42475	chr2L	15201613	15202092	-
FBgn0259966	0	0	0	0	Sfp51E	CG42476	chr2R	11080135	11080733	-
FBgn0259967	0	0	0.06	0	Sfp53D	CG42477	chr2R	12632055	12632609	-
FBgn0259968	0	0	0	0	Sfp60F	CG42478	chr2R	21059768	21060218	-
FBgn0259969	0.06	0.2	0.13	0	Sfp65A	CG42479	chr3L	6343376	6343929	+
FBgn0259970	0	0	0	0	Sfp70A4	CG42480	chr3L	13289756	13289960	-
FBgn0259971	0	0	0	0	CG42481	CG42481	chr3L	13291895	13292122	-
FBgn0259972	0	0	0	0	Sfp77F	CG42482	chr3L	20890142	20890498	-
FBgn0259973	0	0	0	0.68	Sfp79B	CG42483	chr3L	22073422	22073568	+
FBgn0259974	0	0	0	0	Sfp84E	CG42484	chr3R	3805310	3806044	-
FBgn0259975	0	0	0	0	Sfp87B	CG42485	chr3R	8098848	8099243	+
FBgn0259977	0.51	0.9	0.8	0.66	Tdc1	CG30445	chr2R	2564501	2567891	-
FBgn0259978	80.18	51.94	51.42	44.87	vlc	CG8390	chr2R	1589612	1592944	+
FBgn0259979	161.26	104.28	80.1	80.23	CG17337	CG17337	chr2R	1585359	1587725	+
FBgn0259982	25.73	9.49	5.81	5	l(2)35Cc	CG15266	chr2L	15256609	15257642	+
FBgn0259984	44.81	37.14	50.95	7.92	kuz	CG7147	chr2L	13550141	13638238	+
FBgn0259985	25.54	5.32	4.56	4.47	CG8889	CG8889	chr2R	7913086	7915193	-
FBgn0259986	0.21	0.6	1.94	1.82	nab	CG33545	chr3L	4153618	4160932	-
FBgn0259989	0.07	0.17	0.12	0.61	CG42486	CG42486	chr2L	11843137	11844059	+
FBgn0259990	9.08	10.59	4.99	6.11	CG42487	CG42487	chr3R	23783910	23784897	-
FBgn0259991	8.44	9.59	10.53	12.25	CG42488	CG42488	chr3R	21308888	21309254	+
FBgn0259992	1.22	1.49	2.9	3.27	CG42489	CG42489	chr3R	4479598	4479831	-
FBgn0259993	523.24	894.11	1094.09	1352.17	CR42491	CR42491	chrX	656648	657843	-
FBgn0259994	0.47	4.32	8.36	4.86	CG42492	CG42492	chrX	5521698	5542510	-
FBgn0259995	0.05	0	0	0.03	CG40169	CG40169	chr2L	20235921	20246273	+
FBgn0259996	0	0	0	0	CG40341	CG40341	chr2L	20248223	20248617	+
FBgn0259997	0.06	0	0	0	CG41073	CG41073	chr2L	20231261	20232721	-
FBgn0259998	0	0.17	0.1	0.22	CG17571	CG17571	chr2L	20255988	20257035	-
FBgn0259999	0	0	0	0	CG41072	CG41072	chr2L	20257777	20259590	+
FBgn0260000	0	0.05	0	0.9	CG17570	CG17570	chr2L	20263895	20264299	-
FBgn0260002	0.41	1.99	1.39	0.43	snoRNA:Me28S-U2134b	CR34679	chr3R	1450900	1450976	+
FBgn0260003	2.94	5.29	12.96	7.84	Dys	CG34157	chr3R	15286810	15421117	+
FBgn0260004	0.03	0.07	0.04	0.05	Snmp	CG7000	chr3R	16991220	16993927	-
FBgn0260005	0.67	0.6	1.02	0.83	wtrw	CG31284	chr3R	3717053	3726866	+
FBgn0260006	0.08	0.39	0.76	0.83	drd	CG33968	chrX	15019788	15031344	+
FBgn0260007	0	0	0	0	CG42493	CG42493	chr2R	7666083	7666740	+
FBgn0260008	147.29	123.48	95.45	112.26	Ucrh	CG41623	chr3LHet	606165	606827	+
FBgn0260010	375.53	263.48	136.87	73.55	rump	CG9373	chr3R	5331575	5336057	-
FBgn0260011	39.75	413.43	231.1	179.31	nimC4	CG16876	chr2L	14047584	14048863	+
FBgn0260012	29.16	20.37	15.9	8.19	pds5	CG17509	chr2R	7915497	7921201	+
FBgn0260026	8.07	6.13	4.84	3.28	CG42494	CG42494	chr3L	3184404	3186549	+
FBgn0260027	3.07	3.04	4.49	7.59	CG42495	CG42495	chr3L	18660461	18661242	+
FBgn0260049	23.86	30.08	40.6	83.36	flr	CG10724	chr3L	13405930	13409554	+
FBgn0260222	55.34	52.3	36.13	37.69	CG42496	CG42496	chr2R	17579095	17580269	+
FBgn0260223	115.54	247.17	224.68	302.42	CG42497	CG42497	chr2R	17577720	17578643	-
FBgn0260224	18.01	29.57	26.59	32.95	CG42498	CG42498	chr3R	21883069	21883945	-
FBgn0260225	0	0	0	0	CG42499	CG42499	chrX	3687497	3688693	+
FBgn0260226	0	0	0	0	CG42500	CG42500	chr3R	9977933	9978276	-
FBgn0260228	1.13	1.15	0.31	0.24	CG42502	CG42502	chr2L	18810036	18810986	-
FBgn0260229	22.91	26.58	22.87	19.69	CG42503	CG42503	chr3R	20951354	20953081	-
FBgn0260230	0.09	0.12	0.1	0.01	CG42504	CG42504	chr3R	7853792	7857479	-
FBgn0260231	0.09	0.12	0.1	0.01	CG42505	CG42505	chr3R	7853792	7857479	-
FBgn0260232	12.3	11.8	9.86	4.88	CG42506	CG42506	chrX	18824392	18920905	+
FBgn0260233	66.67	127.24	99.84	78.37	CG42507	CG42507	chr3L	14741029	14751059	-
FBgn0260234	0.07	0.12	0	0.07	CG42508	CG42508	chr3R	15740118	15741131	-
FBgn0260235	0.49	0.09	0.13	0.1	CG42509	CG42509	chr3L	9245078	9279887	+
FBgn0260236	0.03	0.2	0.37	0.59	CG42510	CG42510	chr2R	14402081	14412922	+
FBgn0260237	18.3	26.89	25.06	20.87	CG42511	CG42511	chr3R	5230097	5233579	+
FBgn0260238	2.53	1.61	1.2	1.23	CG42512	CG42512	chrX	16545409	16547308	+
FBgn0260241	29.5	34.52	26.06	18.49	tatl	CG31241	chr3R	14081252	14083399	+
FBgn0260243	41	25.12	16.92	14.24	E(var)3-9	CG11971	chr3R	4816382	4818667	-
FBgn0260386	0.73	1.28	1.83	2.58	mtg	CG7549	chr3R	4077901	4086440	+
FBgn0260387	0.37	0.21	0.5	0.84	CG42513	CG42513	chr3L	16484938	16516025	-
FBgn0260388	1.86	1.08	2.66	3.79	CG42514	CG42514	chr3L	16484948	16489318	-
FBgn0260390	78.87	46.37	26.39	18.81	CG42516	CG42516	chr2R	4016859	4018837	-
FBgn0260392	65.44	62.93	39.59	39.83	CG42518	CG42518	chr2R	14054732	14055885	+
FBgn0260393	0.06	0.62	0.56	1.08	CG17147	CG17147	chr3L	20216989	20218393	+
FBgn0260394	0	0	0	0	CG42519	CG42519	chr3L	10617828	10618699	-
FBgn0260395	0	0	0	0	CG42520	CG42520	chr3L	10617828	10618702	-
FBgn0260396	0.07	0.05	0.08	0	CG42521	CG42521	chr3L	10616166	10616676	-
FBgn0260397	39.07	18.23	13.81	9.55	Su(var)3-3	CG17149	chr3L	20219517	20223351	+
